Column_1,ETid,Country,Column_4,Date of Decision,Fine [€],Controller/Processor,Column_8,Quoted Art.,Type,Column_11,Source,Column_13
,ETid-534 | https://www.enforcementtracker.com/ETid-534,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2021-01-21,"75,000","Telefónica Móviles España, SAU","Media, Telecoms and Broadcasting",Art. 6 (1) GDPR,Insufficient legal basis for data processing,"The Spanish DPA (AEPD) imposed a fine of EUR 75,000 on Telefónica Móviles España, SAU. The controller had assigned five telephone lines with five numbers to the data subject as part of a mobile phone contract. One of the numbers was used by her son. When he was no longer able to use the mobile data, he contacted the controller. The controller informed him that the mobile data had been deactivated because the number was no longer in his possession. It turned out that unauthorized third parties had pretended to be the data subject and had the number transferred to a third party without the controller requiring authentication for this. Thereupon the unauthorized third parties had requested and received a replacement SIM card under the pretense of an alleged loss or theft. As a result, the son's SIM card was blocked.",link | https://www.aepd.es/es/documento/ps-00235-2020.pdf,https://www.enforcementtracker.com/ETid-534 (Copy: ) | Short URL: https://etid.link/ETid-534 ETid 534 | https://www.enforcementtracker.com/ETid-534
,ETid-533 | https://www.enforcementtracker.com/ETid-533,BELGIUM BELGIUM,Belgian Data Protection Authority (APD),2021-01-22,"25,000",Unknown,"Media, Telecoms and Broadcasting","Art. 5 (1) f), (2) GDPR, Art. 24 GDPR, Art. 32 GDPR, Art. 33 (1), (5) GDPR, Art. 34 (1) GDPR",Insufficient technical and organisational measures to ensure information security,"The Belgian DPA fined a mobile operator EUR 25,000. The controller had assigned the data subject's phone number to an unauthorized third party, causing the data subject to lose access to his/her phone number. As the SIM card of the data subject had been deactivated, that would have allowed the third party to access various personal data of the data subject in the period between September 16 and September 19, 2019, such as call history and accounts of various services (e.g. Paypal, WhatsApp and Facebook) associated with the number.",link | https://www.autoriteprotectiondonnees.be/publications/decision-quant-au-fond-n-05-2021.pdf,https://www.enforcementtracker.com/ETid-533 (Copy: ) | Short URL: https://etid.link/ETid-533 ETid 533 | https://www.enforcementtracker.com/ETid-533
,ETid-532 | https://www.enforcementtracker.com/ETid-532,ITALY ITALY,Italian Data Protection Authority (Garante),2020-12-17,"40,000",Miropass S.r.l.,Industry and Commerce,"Art. 5 (1) a), e) GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 28 GDPR",Insufficient legal basis for data processing,"The Italian DPA (Garante) fined Miropass S.r.l. EUR 40,000. Miropass is the provider of the TuPassi booking system, which among others has been used by the Municipality of Rome since 2015. The booking system enables the booking of appointments both on the website of the controller (www.tupassi.it) as well as via the corresponding app. For this purpose, the company collects and processes the personal data of the users. In the course of its investigation, the Italian DPA found that Miropass, particularly in the context of health data resulting from appointment bookings at health care facilities, had no legal basis for the processing and  violated the principle of storage limitation.",link | https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9525315,https://www.enforcementtracker.com/ETid-532 (Copy: ) | Short URL: https://etid.link/ETid-532 ETid 532 | https://www.enforcementtracker.com/ETid-532
,ETid-531 | https://www.enforcementtracker.com/ETid-531,ITALY ITALY,Italian Data Protection Authority (Garante),2020-12-17,"500,000",Roma Capitale (Rome Municipality),Public Sector and Education,"Art. 5 (1) a) GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 28 (2), (3) GDPR, Art. 32 GDPR",Non-compliance with general data processing principles,"The Italian DPA (Garante) fined the municipality of Rome EUR 500,000 for the unlawful processing of users' and employees' personal data. The municipality of Rome had been using the 'TuPassi' booking system to manage appointments and other services since 2015. In the course of a detailed investigation, the Italian DPA found that the controller had violated several data protection regulations with regard to the processing of personal data of customers and employees with whom they had made appointments. For example, the municipality had not properly informed the data subjects prior to processing their data, nor had it taken appropriate technical and organizational measures to protect the processing.",link | https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9524175,https://www.enforcementtracker.com/ETid-531 (Copy: ) | Short URL: https://etid.link/ETid-531 ETid 531 | https://www.enforcementtracker.com/ETid-531
,ETid-530 | https://www.enforcementtracker.com/ETid-530,NORWAY NORWAY,Norwegian Supervisory Authority (Datatilsynet),2021-01-19,"9,700",Aquateknikk AS,Industry and Commerce,"Art. 5 GPDR, Art. 6 GDPR",Insufficient legal basis for data processing,"The Norwegian DPA (Datatilsynet)  fined Aquateknikk AS NOK 100,000 (EUR 9,700). The controller had carried out a credit rating on an individual without there being a customer relationship or other affiliation. The personal data of the data subject was thus processed without a legal basis.",link | https://www.datatilsynet.no/contentassets/c5f433a97050467497810b9e891d5b83/vedtak-om-palegg-og-overtredelsesgebyr---aquateknikk-as.pdf,https://www.enforcementtracker.com/ETid-530 (Copy: ) | Short URL: https://etid.link/ETid-530 ETid 530 | https://www.enforcementtracker.com/ETid-530
,ETid-529 | https://www.enforcementtracker.com/ETid-529,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2021-01-21,"50,000",Alterna Operador Integral S.L.,Transportation and Energy,Art. 6 (1) b) GDPR,Insufficient legal basis for data processing,"The Spanish DPA (AEPD) imposed a fine of EUR 50,000 on Alterna Operador Integral S.L.. A switch of the electricity supplier had taken place without the consent of the data subject. However, the personal data of the data subject were incorporated into the information systems of the controller (the new electricity supplier) without the controller having verified that a valid contract had been concluded. The processing of the data subjects' personal data thus took place without a legal basis.",link | https://www.aepd.es/es/documento/ps-00232-2020.pdf,https://www.enforcementtracker.com/ETid-529 (Copy: ) | Short URL: https://etid.link/ETid-529 ETid 529 | https://www.enforcementtracker.com/ETid-529
,ETid-528 | https://www.enforcementtracker.com/ETid-528,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2021-01-20,"1,200",Individual,Individuals and Private Associations,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,"The controller installed cameras on his building, which were directed towards parts of the public space. However, no recording took place, as the cameras only served as a deterrent and remained inactive. The DPA notes, however, that even simulated video surveillance has an impact on the privacy of the data subjects, as they are led to believe that they are being permanently recorded by the cameras. According to the DPA, this has an intimidating effect. Therefore, the orientation of the cameras to the public space was also improper in this case. The DPA imposed a fine of EUR 2,000 on the controller, which was reduced to EUR 1,200 due to immediate payment and acknowledgement of guilt.",link | https://www.aepd.es/es/documento/ps-00215-2020.pdf,https://www.enforcementtracker.com/ETid-528 (Copy: ) | Short URL: https://etid.link/ETid-528 ETid 528 | https://www.enforcementtracker.com/ETid-528
,ETid-527 | https://www.enforcementtracker.com/ETid-527,POLAND POLAND,Polish National Personal Data Protection Office (UODO),2021-01-05,"5,500",Śląski Uniwersytet Medyczny (Medical University of Silesia),Public Sector and Education,"Art. 33 (1) GDPR, Art. 34 (1) GDPR",Insufficient fulfilment of data breach notification obligations,"The Polish DPA (UODO) imposed a fine of PLN 25,000 (EUR 5,500) on the Medical University of Silesia. In the course of exams held in the form of videoconferences at the end of May 2020, identification of students took place. Once the exam was completed, the recordings of the exams were available not only to the examinees, but also to other people with access to the system. In addition, any outsider could access the records of the examinations and the data of the examined students presented during identification via a direct link. The University failed to report the data breach to the DPA and notify the data subjects.",link | https://uodo.gov.pl/decyzje/DKN.5131.6.2020,https://www.enforcementtracker.com/ETid-527 (Copy: ) | Short URL: https://etid.link/ETid-527 ETid 527 | https://www.enforcementtracker.com/ETid-527
,ETid-526 | https://www.enforcementtracker.com/ETid-526,BELGIUM BELGIUM,Belgian Data Protection Authority (APD),2021-01-12,"10,000",Unknown,"Media, Telecoms and Broadcasting","Art. 6 (1) GDPR, Art. 12 (3) GDPR, Art. 21 (1) GDPR",Insufficient legal basis for data processing,Managing a fan page on Facebook without the data subject's permission and failing to comply with the data subject's request after exercising his or her right to object.,link | https://www.gegevensbeschermingsautoriteit.be/publications/beslissing-ten-gronde-nr.-02-2021.pdf,https://www.enforcementtracker.com/ETid-526 (Copy: ) | Short URL: https://etid.link/ETid-526 ETid 526 | https://www.enforcementtracker.com/ETid-526
,ETid-525 | https://www.enforcementtracker.com/ETid-525,NORWAY NORWAY,Norwegian Supervisory Authority (Datatilsynet),2021-01-14,"38,600",Coop Finnmark SA,Industry and Commerce,"Art. 5 (1) a) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,"The Norwegian DPA (Datatilsynet) fined Coop Finnmark SA NOK 400,000 (EUR 38,600). The manager of the store in question recorded CCTV footage with a mobile phone and shared the video. The Norwegian DPA states that Coop Finnmark had no legal basis for sharing the CCTV footage. The DPA notes that the case is very serious as the footage showed children, which poses a potentially high risk to their privacy.",link | https://www.datatilsynet.no/contentassets/5cd2e76bd5d2481f9578ffe721b7e24d/vedtak-om-overtredelsesgebyr-til-coop-finnmark-sa.pdf,https://www.enforcementtracker.com/ETid-525 (Copy: ) | Short URL: https://etid.link/ETid-525 ETid 525 | https://www.enforcementtracker.com/ETid-525
,ETid-524 | https://www.enforcementtracker.com/ETid-524,NORWAY NORWAY,Norwegian Supervisory Authority (Datatilsynet),2021-01-12,"38,600",Unknown,Employment,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,"The Norwegian DPA (Datatilsynet) fined a company NOK 400,000 (EUR 38,600) for the illegal automatic forwarding of an employee's email inbox. The automatic forwarding was activated in connection with the employee's sick leave and lasted for more than a month.",link | https://www.datatilsynet.no/regelverk-og-verktoy/lover-og-regler/avgjorelser-fra-datatilsynet/2021/far-gebyr-for-videresending-av-e-post/,https://www.enforcementtracker.com/ETid-524 (Copy: ) | Short URL: https://etid.link/ETid-524 ETid 524 | https://www.enforcementtracker.com/ETid-524
,ETid-523 | https://www.enforcementtracker.com/ETid-523,HUNGARY HUNGARY,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),2020-11-18,28,Unknown,Industry and Commerce,Art. 5 (1) d) GDPR,Non-compliance with general data processing principles,"The data subject had subscribed to a newsletter of the controller. After altering his/her e-mail address, he/she continued to receive the newsletter via the old e-mail address. The data subject then contacted the controller, whereupon the controller confirmed that the address had now been updated. Nevertheless, the data subject continued to receive the newsletter via the old e-mail address.",link | https://www.naih.hu/files/NAIH-2020-3479-hatarozat.pdf,https://www.enforcementtracker.com/ETid-523 (Copy: ) | Short URL: https://etid.link/ETid-523 ETid 523 | https://www.enforcementtracker.com/ETid-523
,ETid-522 | https://www.enforcementtracker.com/ETid-522,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2021-01-13,"2,000,000",Caixabank S.A.,"Finance, Insurance and Consulting","Art. 6 GDPR, Art. 13 GDPR, Art. 14 GDPR",Insufficient legal basis for data processing,"The Spanish DPA (AEPD) fined Caixabank S.A. EUR 6,000,000 for violations of Art. 6 GDPR, Art. 13 GDPR and Art. 14 GDPR.         
Customers of the bank were supposed to accept new privacy policies allowing the controller to transfer the customers' personal data to all companies within the CaixaBank Group. At the same time, the data subjects were not given the option of specifically not consenting to this transfer. Instead, if they wished to disagree with the transfer of their data, they were required to send a letter of disagreement to each individual company in the group.

The DPA concluded that the bank had violated its information obligations as set out in Art. 13 GDPR and Art. 14 GDPR, as the information provided to customers under the privacy policy was not consistent, contained imprecise terminology, and did not provide sufficient information on the type of personal data processed and the nature of the processing.  Also, the information on the rights of the data subjects as well as the contact information of the controller were not provided in a consistent manner. 

Furthermore, the DPA notes that the controller had processed its customers' data beyond its legitimate interests, partly without a legal basis, and that the consent it obtained from customers did not meet the requirements of an effective consent. In addition, deficiencies in the company's procedures allowed it to obtain the consent of customers to process their personal data. The DPA further concludes that, as a result, the data was unlawfully transferred to the companies of the CaixaBank Group. This constitutes a violation of Art. 6 GDPR.

Appendix: The Spanish National Court reduced the toal fine from EUR 6,000,000 to a total fine of EUR 2,000,000 with its decisions from the 8th of May 2025 - SAN 2166/2025.",link | https://www.aepd.es/es/documento/ps-00477-2019.pdf,https://www.enforcementtracker.com/ETid-522 (Copy: ) | Short URL: https://etid.link/ETid-522 ETid 522 | https://www.enforcementtracker.com/ETid-522
,ETid-521 | https://www.enforcementtracker.com/ETid-521,ITALY ITALY,Italian Data Protection Authority (Garante),2020-10-29,"4,000",Borgo Fonte Scura s.r.l.,Employment,"Art. 5 (1) a) GDPR, Art. 13 GDPR",Insufficient legal basis for data processing,"The Italian DPA (Garante) imposed a fine of EUR 4,000 on Borgo Fonte Scura s.r.l.. The controller had installed a video surveillance system which also recorded the three data subjects during their work. The data subjects were not sufficiently informed about the video surveillance and the resulting processing of their personal data.",link | https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9518849,https://www.enforcementtracker.com/ETid-521 (Copy: ) | Short URL: https://etid.link/ETid-521 ETid 521 | https://www.enforcementtracker.com/ETid-521
,ETid-520 | https://www.enforcementtracker.com/ETid-520,ITALY ITALY,Italian Data Protection Authority (Garante),2020-10-29,"20,000",Gaypa s.r.l.,Employment,"Art. 5 (1) a), c), e) GDPR, Art. 12 GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,"The Italian DPA (Garante) imposed a fine of EUR 20,000 on Gaypa s.r.l.. The controller had kept a former employee's email account active and had access to the data subject's correspondence, despite the termination of his/her employment. The data subject had not been informed about such a further use of his/her e-mail account, as well as about the storage of all incoming and outgoing e-mails on the company servers and the related processing of his/her personal data.",link | https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9518890,https://www.enforcementtracker.com/ETid-520 (Copy: ) | Short URL: https://etid.link/ETid-520 ETid 520 | https://www.enforcementtracker.com/ETid-520
,ETid-519 | https://www.enforcementtracker.com/ETid-519,GERMANY GERMANY,Data Protection Authority of Niedersachsen,2021-01-08,"10,400,000",notebooksbilliger.de,Employment,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,"The DPA of Lower Saxony (LfD Niedersachsen) imposed a fine of EUR 10,4 million on the electronics retailer notebooksbilliger.de.The company had video-monitored its employees for at least two years without having a legal basis for doing so. Among others, the cameras covered workplaces, sales areas, warehouses and recreation areas. The company stated that the purpose of the installed video cameras was to prevent and investigate criminal acts and to track the movement of goods in the warehouses. However, to prevent theft, a company must first consider milder methods. Moreover, video surveillance to detect criminal acts is only permitted if there is a reasonable suspicion against specific persons. If this is the case, it may be permissible to monitor them with cameras for a limited period of time. At notebooksbilliger.de, however, the video surveillance was neither limited to a specific period nor to specific employees. In addition, the recordings were stored for 60 days in many cases, which was significantly longer than required. Customers of notebooksbilliger.de were also affected by the unlawful video surveillance, as some cameras were pointed at seating areas in the sales area. So far, the fine against notebooksbilliger.de is the highest fine that the LfD Niedersachen has issued under the GDPR.",link | https://lfd.niedersachsen.de/startseite/infothek/presseinformationen/lfd-niedersachsen-verhangt-bussgeld-uber-10-4-millionen-euro-gegen-notebooksbilliger-de-196019.html,https://www.enforcementtracker.com/ETid-519 (Copy: ) | Short URL: https://etid.link/ETid-519 ETid 519 | https://www.enforcementtracker.com/ETid-519
,ETid-518 | https://www.enforcementtracker.com/ETid-518,ESTONIA ESTONIA,Estonian Data Protection Authority (AKI),2020-12-01,"100,000",Azeta.ee e-apteek,Health Care,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,"The Estonian DPA (Andmekaitse Inspektsioon) fined three online pharmacies EUR 100,000 each for processing personal data without the consent of the data subjects. The data in question are prescriptions for medicines of the data subjects. Third parties were able to view another person's current prescriptions in the e-pharmacy environment without their consent, based only on access to their personal identification code. The DPA highlighted that while it must be possible to purchase prescription drugs for other people, it is the responsibility of the company to ensure that the processing of the personal data required for this purpose only takes place with the consent of the data subjects. The confirmation of another person that they may access the data, however, does not correspond to the voluntary consent of the prescription holder, since the e-pharmacy cannot check whether and for what purpose the consent was given and whether it was given voluntarily.",link | https://www.aki.ee/et/uudised/andmekaitse-inspektsioon-kohustas-e-apteeke-lopetama-koheselt-ligipaas-teise-inimesee,https://www.enforcementtracker.com/ETid-518 (Copy: ) | Short URL: https://etid.link/ETid-518 ETid 518 | https://www.enforcementtracker.com/ETid-518
,ETid-517 | https://www.enforcementtracker.com/ETid-517,ESTONIA ESTONIA,Estonian Data Protection Authority (AKI),2020-12-01,"100,000",Südameapteegi e-apteek,Health Care,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,"The Estonian DPA (Andmekaitse Inspektsioon) fined three online pharmacies EUR 100,000 each for processing personal data without the consent of the data subjects. The data in question are prescriptions for medicines of the data subjects. Third parties were able to view another person's current prescriptions in the e-pharmacy environment without their consent, based only on access to their personal identification code. The DPA highlighted that while it must be possible to purchase prescription drugs for other people, it is the responsibility of the company to ensure that the processing of the personal data required for this purpose only takes place with the consent of the data subjects. The confirmation of another person that they may access the data, however, does not correspond to the voluntary consent of the prescription holder, since the e-pharmacy cannot check whether and for what purpose the consent was given and whether it was given voluntarily.",link | https://www.aki.ee/et/uudised/andmekaitse-inspektsioon-kohustas-e-apteeke-lopetama-koheselt-ligipaas-teise-inimese,https://www.enforcementtracker.com/ETid-517 (Copy: ) | Short URL: https://etid.link/ETid-517 ETid 517 | https://www.enforcementtracker.com/ETid-517
,ETid-516 | https://www.enforcementtracker.com/ETid-516,ESTONIA ESTONIA,Estonian Data Protection Authority (AKI),2020-12-01,"100,000",Apotheka e-apteek,Health Care,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,"The Estonian DPA (Andmekaitse Inspektsioon) fined three online pharmacies EUR 100,000 each for processing personal data without the consent of the data subjects. The data in question are prescriptions for medicines of the data subjects. Third parties were able to view another person's current prescriptions in the e-pharmacy environment without their consent, based only on access to their personal identification code. The DPA highlighted that while it must be possible to purchase prescription drugs for other people, it is the responsibility of the company to ensure that the processing of the personal data required for this purpose only takes place with the consent of the data subjects. The confirmation of another person that they may access the data, however, does not correspond to the voluntary consent of the prescription holder, since the e-pharmacy cannot check whether and for what purpose the consent was given and whether it was given voluntarily.",link | https://www.aki.ee/et/uudised/andmekaitse-inspektsioon-kohustas-e-apteeke-lopetama-koheselt-ligipaas-teise-inimese,https://www.enforcementtracker.com/ETid-516 (Copy: ) | Short URL: https://etid.link/ETid-516 ETid 516 | https://www.enforcementtracker.com/ETid-516
,ETid-515 | https://www.enforcementtracker.com/ETid-515,NORWAY NORWAY,Norwegian Supervisory Authority (Datatilsynet),2021-01-07,"7,250",Gveik AS,"Finance, Insurance and Consulting","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,"The Norwegian DPA (Datatilsynet) fined Gveik AS EUR 7,250. The controller had carried out a credit check on an individual, although there was no legal basis for doing so.",link | https://www.datatilsynet.no/aktuelt/aktuelle-nyheter-2021/gveik-as-far-gebyr/,https://www.enforcementtracker.com/ETid-515 (Copy: ) | Short URL: https://etid.link/ETid-515 ETid 515 | https://www.enforcementtracker.com/ETid-515
,ETid-514 | https://www.enforcementtracker.com/ETid-514,NORWAY NORWAY,Norwegian Supervisory Authority (Datatilsynet),2021-01-06,"9,700",Lindstrand Trading AS,"Finance, Insurance and Consulting","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,"The Norwegian DPA (Datatilsynet) has fined Lindstrand Trading AS EUR 9,700. The controller had carried out four credit checks on individuals and individual companies, although there was no legal basis for doing so.",link | https://www.datatilsynet.no/aktuelt/aktuelle-nyheter-2021/lindstrand-trading-as-far-overtredelsesgebyr/,https://www.enforcementtracker.com/ETid-514 (Copy: ) | Short URL: https://etid.link/ETid-514 ETid 514 | https://www.enforcementtracker.com/ETid-514
,ETid-513 | https://www.enforcementtracker.com/ETid-513,CZECH REPUBLIC CZECH REPUBLIC,Czech Data Protection Auhtority (UOOU),2021-01-04,"118,500",Unknown,Industry and Commerce,"Art. 6 (1) GDPR, Art. 14 GDPR",Insufficient legal basis for data processing,"The Czech DPA (UOOU) fined 11 companies a total of EUR 118,500 for sending unrequested postal advertising messages to the mailboxes of various citizens. Based on a decision by the government of the Czech Republic at the end of October, there was introduced the possibility to send postal data messages at no charge until the end of the Covid-19 pandemic. The fined companies misused this possibility. The DPA finds that the companies had no legal ground for sending offers for goods and services, constituting a breach of Art. 6 (1) GDPR. The DPA furthermore finds that a violation of Art. 14 GDPR has also occurred, as the companies did not provide the data subjects with information about the commercial use of their data when they first contacted them.",link | https://www.uoou.cz/vismo/dokumenty2.asp?id_org=200144&id=47199,https://www.enforcementtracker.com/ETid-513 (Copy: ) | Short URL: https://etid.link/ETid-513 ETid 513 | https://www.enforcementtracker.com/ETid-513
,ETid-512 | https://www.enforcementtracker.com/ETid-512,POLAND POLAND,Polish National Personal Data Protection Office (UODO),2019-11,"1,770",L. Sp. z o.o.,Real Estate,"Art. 5 (1) a), f) GDPR",Non-compliance with general data processing principles,"The Polish DPA (UODO) imposed a fine of EUR 1,770 on L. Sp. z o.o. for the video surveillance of a residential community, which was not in compliance with the provisions of the GDPR.",link | http://orzeczenia.nsa.gov.pl/doc/942DE6198F,https://www.enforcementtracker.com/ETid-512 (Copy: ) | Short URL: https://etid.link/ETid-512 ETid 512 | https://www.enforcementtracker.com/ETid-512
,ETid-511 | https://www.enforcementtracker.com/ETid-511,FRANCE FRANCE,French Data Protection Authority (CNIL),2021-01-05,"20,000",Nestor SAS,Industry and Commerce,"Art. 12 GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations,"The French DPA (CNIL) fined the company Nestor EUR 20,000.
The CNIL notes that the privacy policy provided during the registration process on the company´s website did not contain the necessary information required by the GDPR. In addition, the controller provided insufficient information on data processing during app registration.",link link | https://www.cnil.fr/fr/prospection-commerciale-sanction-de-20-000-euros-lencontre-de-la-societe-nestor,https://www.enforcementtracker.com/ETid-511 (Copy: ) | Short URL: https://etid.link/ETid-511 ETid 511 | https://www.enforcementtracker.com/ETid-511
,ETid-510 | https://www.enforcementtracker.com/ETid-510,POLAND POLAND,Polish National Personal Data Protection Office (UODO),2020-12-09,"18,850",TUiR Warta S.A.,"Finance, Insurance and Consulting","Art. 33 (1) GDPR, Art. 34 (1) GDPR",Insufficient fulfilment of data breach notification obligations,"An insurance agent hired by the controller had sent an email to unauthorized third parties in regard to insurance policies that contained personal data of two of the company's customers after they had mistakenly provided false email addresses. The leaked data included data such as the names, email adresses and postal addresses of the data subjects. The controller had not informed either the Polish DPA nor the data subjects about the data breach in a timely manner within 72 hours. The controller believed that there was no breach requiring notification because the data subjects themselves had mistakenly provided incorrect e-mail addresses. The Polish DPA states that this circumstance does not release the controller from its obligation to report this data breach in a timely manner.",link | https://uodo.gov.pl/decyzje/DKN.5131.5.20200,https://www.enforcementtracker.com/ETid-510 (Copy: ) | Short URL: https://etid.link/ETid-510 ETid 510 | https://www.enforcementtracker.com/ETid-510
,ETid-509 | https://www.enforcementtracker.com/ETid-509,POLAND POLAND,Polish National Personal Data Protection Office (UODO),2020-12-17,"235,300",ID Finance Poland Sp. z o.o.,"Finance, Insurance and Consulting","Art. 5 (1) f) GDPR, Art. 25 (1) GDPR, Art. 32 (1) b), d), (2) GDPR",Insufficient technical and organisational measures to ensure information security,"The Polish DPA (UODO) imposed a fine of EUR 235,300 on ID Finance Poland Sp. z o.o. Due to an error while restarting a server, the settings of the software responsible for the server's security were reset, making the personal data of 140 699 customers publicly available. These data contained, for example, information about the first and last name, address, nationality or even marital status of the data subjects. The database located on this server was downloaded and deleted by an unspecified third party, who demanded a fee from the company for the return of the database. The DPA noted that the controller had taken insufficient technical and organizational measures to ensure the protection of the processing, even though there was a high risk for the data subjects due to the nature of the data processed.",link | https://uodo.gov.pl/decyzje/DKN.5130.1354.2020,https://www.enforcementtracker.com/ETid-509 (Copy: ) | Short URL: https://etid.link/ETid-509 ETid 509 | https://www.enforcementtracker.com/ETid-509
,ETid-508 | https://www.enforcementtracker.com/ETid-508,FRANCE FRANCE,French Data Protection Authority (CNIL),2020-12-07,"7,300",Perfomeclic,Industry and Commerce,"Art. 5 (1) c), e) GDPR, Art. 14 GDPR, Art. 21 GDPR, Art. 28 GDPR",Insufficient legal basis for data processing,"The French DPA (CNIL) imposed a fine of EUR 7,300 on the company Perfomeclic. The company had sent commercial advertising emails without a proof of prior consent and without sufficient information.",link link | https://www.legifrance.gouv.fr/cnil/id/CNILTEXT000042774286?isSuggest=true,https://www.enforcementtracker.com/ETid-508 (Copy: ) | Short URL: https://etid.link/ETid-508 ETid 508 | https://www.enforcementtracker.com/ETid-508
,ETid-507 | https://www.enforcementtracker.com/ETid-507,NORWAY NORWAY,Norwegian Supervisory Authority (Datatilsynet),2021-01-04,"95,500",Innovasjon Norge,"Finance, Insurance and Consulting","Art. 5 (1) GDPR, Art. 6 (1) GDPR",Insufficient legal basis for data processing,"The Norwegian DPA (Datatilsynet) fined the national development bank Innovasjon Norge NOK 1,000,000 (EUR 95,500). The controller had carried out four credit checks on the data subject without any contractual basis for doing so. For this purpose, the bank had analyzed numerous financial data of the data subject over a period of three months without the data subject's consent.",link | https://www.datatilsynet.no/contentassets/004f43fe684445c29e4fc8393a9a714d/varsel-om-overtredelsesgebyr---innovasjon-norge.pdf,https://www.enforcementtracker.com/ETid-507 (Copy: ) | Short URL: https://etid.link/ETid-507 ETid 507 | https://www.enforcementtracker.com/ETid-507
,ETid-506 | https://www.enforcementtracker.com/ETid-506,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2021-01-04,"54,000","Vodafone España, S.A.U.","Media, Telecoms and Broadcasting","Art. 5 (1) d), f) GDPR",Non-compliance with general data processing principles,"The data subject had concluded a contract with the controller (Vodafone España, S.A.U.). However, the products provided under this contract were not delivered in the name of the data subject, but in the name of a third party. Subsequently, the data subject contacted the company's data protection officer by e-mail in order to restore the accuracy of his/her data stored at Vodafone. However, no response was received to this request. When the data subject finally contacted the telecommunications company by telephone, he/she was addressed by the name of the third party. His/her inquiry was answered with a response that did not refer to his/her inquiry, but to the inquiry of the third party. According to the telecommunications company, the incident was caused by a defect in their system due to a system migration. The Spanish DPA (AEPD) initially fined Vodafone España, S.A.U. EUR 90,000, but the original fine was reduced to EUR 54,000 due to the timely payment and admission of guilt.",link | https://www.aepd.es/es/documento/ps-00415-2020.pdf,https://www.enforcementtracker.com/ETid-506 (Copy: ) | Short URL: https://etid.link/ETid-506 ETid 506 | https://www.enforcementtracker.com/ETid-506
,ETid-505 | https://www.enforcementtracker.com/ETid-505,ROMANIA ROMANIA,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2020-12-30,"3,000",ING Bank N.V. Amsterdam - Bucharest office,"Finance, Insurance and Consulting","Art. 5 (1) a) - d) GDPR, Art. 6 (1) GDPR",Insufficient legal basis for data processing,"The Romanian DPA (ANSPDCP) fined ING Bank N.V. Amsterdam - Bucharest office in the amount of EUR 3,000. The bank had contacted the data subject by e-mail for the purpose of updating his data. At that time, however, the data subject had already terminated his account with the bank, so that the contractual relationship had been terminated. As a result, the data controller had unlawfully processed personal data of the former customer without his consent such as the e-mail address and the name and of the data subject.",link | https://www.dataprotection.ro/?page=Comunicat_presa_30_12_2020&lang=ro,https://www.enforcementtracker.com/ETid-505 (Copy: ) | Short URL: https://etid.link/ETid-505 ETid 505 | https://www.enforcementtracker.com/ETid-505
,ETid-504 | https://www.enforcementtracker.com/ETid-504,ROMANIA ROMANIA,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2020-12-29,"1,000",Qualitance QBS SA,Industry and Commerce,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,"The Romanian DPA (ANSPDCP) fined Qualitance QBS SA EUR 1,000 for a violation of Art. 32 GDPR. The company had sent information by email to 295 individuals, disclosing the email addresses of the other recipients. The ANSPDCP noted that the company had not taken sufficient security measures to ensure the confidentiality of the personal data of the data subjects.",link | https://www.dataprotection.ro/?page=Comunicat_Presa_29_12_2020&lang=ro,https://www.enforcementtracker.com/ETid-504 (Copy: ) | Short URL: https://etid.link/ETid-504 ETid 504 | https://www.enforcementtracker.com/ETid-504
